policy_age_days,policy_type,customer_age,claim_amount,insured_amount,premium_amount,previous_claims,claim_type,incident_type,incident_severity,witness_present,police_report,claim_submission_delay,property_damage,bodily_injuries,vehicles_involved,state,claim_month,fraud_reported
2784,Home,35,44131.2,100000,929.22,1,Collision,Multi-Vehicle Collision,Minor,No,No,1,No,1,3,TX,September,0
2804,Auto,19,21961.28,50000,594.64,3,Collision,Multi-Vehicle Collision,Minor,No,Yes,1,Yes,0,3,FL,December,0
929,Home,21,224459.78,250000,2164.59,0,Collision,Single Vehicle Collision,Minor,No,No,0,Yes,0,1,IL,July,1
2961,Auto,47,198828.78,250000,2179.43,2,Collision,Multi-Vehicle Collision,Major,No,Yes,0,No,0,4,CA,August,0
1586,Home,50,6219.72,50000,566.99,0,Fire,Fire,Major,No,Yes,8,Yes,2,0,CA,March,1
3623,Auto,53,74199.41,250000,2209.73,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,0,No,3,4,FL,July,0
3329,Home,35,174957.81,500000,4192.14,0,Collision,Single Vehicle Collision,Minor,No,Yes,0,No,0,1,NY,November,0
394,Commercial,54,46914.45,250000,2235.58,1,Collision,Multi-Vehicle Collision,Total Loss,Yes,No,1,Yes,0,3,NY,January,1
1622,Auto,36,151004.71,250000,2220.09,1,Collision,Multi-Vehicle Collision,Major,Yes,Yes,9,No,0,4,FL,June,0
2935,Auto,64,3451.59,25000,323.15,0,Theft,Theft,Major,No,Yes,1,No,0,0,NY,October,0
260,Auto,45,29015.0,50000,552.0,2,Collision,Single Vehicle Collision,Minor,No,Yes,0,Yes,1,1,NY,June,0
713,Home,57,846.73,10000,271.34,1,Collision,Single Vehicle Collision,Minor,Yes,No,5,No,0,1,CA,November,0
1843,Home,37,2667.58,10000,277.85,1,Collision,Single Vehicle Collision,Major,Yes,Yes,1,No,0,1,NY,October,1
1949,Home,66,23297.62,500000,4156.41,0,Fire,Fire,Major,No,Yes,1,Yes,0,0,NY,December,0
2502,Auto,50,40153.14,50000,665.2,2,Collision,Single Vehicle Collision,Major,No,Yes,6,No,3,1,FL,June,1
14,Auto,29,48154.66,100000,1043.23,0,Collision,Single Vehicle Collision,Minor,Yes,No,1,Yes,2,1,NY,March,0
2876,Home,75,64438.0,250000,2117.76,0,Collision,Multi-Vehicle Collision,Major,Yes,Yes,10,Yes,1,3,TX,June,0
802,Auto,68,234792.94,250000,2217.27,0,Collision,Multi-Vehicle Collision,Major,Yes,No,3,No,0,2,TX,March,1
3318,Commercial,32,114332.54,500000,4197.71,0,Collision,Single Vehicle Collision,Total Loss,Yes,Yes,3,Yes,0,1,FL,October,0
3327,Auto,58,3118.47,25000,462.19,2,Theft,Theft,Minor,Yes,Yes,1,No,2,0,TX,September,1
881,Home,56,7381.38,10000,201.51,0,Theft,Theft,Major,No,Yes,8,No,0,0,CA,July,0
1033,Auto,19,40375.63,50000,702.99,0,Theft,Theft,Major,Yes,Yes,3,Yes,1,0,FL,April,1
3195,Auto,46,16346.89,25000,357.85,2,Collision,Multi-Vehicle Collision,Total Loss,Yes,No,0,No,0,3,NY,March,1
1020,Home,58,4147.96,10000,298.93,1,Collision,Single Vehicle Collision,Major,No,Yes,1,No,0,1,TX,June,0
1829,Home,27,18337.06,50000,569.68,1,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,2,No,0,3,CA,September,0
378,Commercial,19,83640.68,100000,981.19,0,Collision,Single Vehicle Collision,Total Loss,Yes,No,6,Yes,2,1,FL,March,1
3141,Auto,68,1650.68,50000,515.53,1,Collision,Single Vehicle Collision,Minor,Yes,Yes,12,Yes,0,1,FL,August,0
2198,Auto,28,17560.09,50000,659.84,0,Collision,Multi-Vehicle Collision,Major,No,Yes,4,No,1,4,NY,June,0
228,Home,30,43094.64,100000,986.52,4,Theft,Theft,Major,No,No,3,No,2,0,IL,April,1
1267,Home,27,8842.82,25000,389.92,1,Theft,Theft,Minor,No,Yes,1,Yes,3,0,TX,May,0
2229,Auto,31,5189.48,10000,395.62,1,Fire,Fire,Minor,No,No,5,No,0,0,CA,March,0
1807,Auto,35,18026.64,100000,1047.97,0,Theft,Theft,Minor,No,Yes,18,No,0,0,FL,February,0
857,Auto,68,29493.36,100000,966.58,0,Collision,Multi-Vehicle Collision,Major,No,Yes,2,Yes,3,4,TX,September,0
3358,Commercial,71,10375.61,100000,969.49,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,0,No,0,4,CA,March,0
67,Auto,26,2994.49,10000,292.99,0,Collision,Single Vehicle Collision,Total Loss,Yes,No,0,Yes,0,1,CA,June,1
1245,Auto,74,122517.08,250000,2238.54,0,Collision,Multi-Vehicle Collision,Major,No,Yes,1,Yes,0,2,FL,May,0
2879,Auto,56,30064.12,100000,1087.62,1,Collision,Multi-Vehicle Collision,Major,Yes,Yes,3,Yes,0,2,TX,October,0
2847,Auto,45,12259.74,50000,519.6,0,Collision,Single Vehicle Collision,Minor,Yes,No,13,Yes,0,1,CA,November,0
693,Auto,20,18494.74,100000,1036.35,1,Collision,Single Vehicle Collision,Minor,No,Yes,1,Yes,1,1,FL,August,1
1489,Home,37,102143.41,250000,2244.38,0,Theft,Theft,Minor,Yes,No,1,No,1,0,TX,May,0
1638,Auto,23,7861.5,50000,560.52,0,Theft,Theft,Minor,Yes,Yes,2,No,0,0,TX,November,0
2157,Commercial,44,27219.56,50000,581.99,1,Collision,Single Vehicle Collision,Major,No,Yes,11,Yes,2,1,FL,August,1
3175,Auto,70,327928.03,500000,4118.48,1,Collision,Multi-Vehicle Collision,Major,No,Yes,2,No,0,2,TX,November,1
515,Home,19,81663.11,100000,974.96,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,1,No,0,4,IL,May,0
389,Commercial,46,9465.93,50000,611.6,0,Theft,Theft,Major,Yes,No,0,Yes,3,0,CA,November,0
409,Home,55,89210.16,100000,1079.71,1,Collision,Single Vehicle Collision,Minor,Yes,No,2,Yes,0,1,CA,October,1
2875,Home,20,23682.54,50000,684.32,0,Theft,Theft,Minor,Yes,No,7,Yes,1,0,TX,June,1
522,Auto,33,22822.46,25000,348.54,0,Collision,Multi-Vehicle Collision,Major,No,No,1,Yes,0,3,FL,May,1
480,Auto,47,13267.85,50000,672.89,1,Collision,Single Vehicle Collision,Minor,Yes,Yes,3,No,1,1,NY,February,0
2005,Home,57,26732.21,250000,2102.53,0,Collision,Single Vehicle Collision,Major,No,No,4,No,0,1,TX,October,1
2761,Commercial,19,187146.48,250000,2170.75,0,Collision,Single Vehicle Collision,Major,Yes,No,2,No,0,1,NY,October,0
1673,Home,34,21524.8,50000,584.91,2,Collision,Multi-Vehicle Collision,Major,No,Yes,0,No,0,3,TX,June,1
1898,Home,58,14690.26,50000,612.59,1,Theft,Theft,Minor,No,Yes,11,Yes,0,0,NY,July,0
2823,Home,79,677.45,25000,405.33,0,Collision,Single Vehicle Collision,Minor,No,No,3,No,0,1,TX,March,0
1465,Auto,29,174495.74,500000,4218.28,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,5,Yes,2,3,FL,March,1
3099,Auto,52,15846.95,500000,4190.85,0,Fire,Water Damage,Total Loss,No,No,4,Yes,0,0,NY,December,1
3049,Home,60,24825.63,100000,1047.98,2,Collision,Single Vehicle Collision,Minor,No,Yes,27,No,2,1,IL,July,0
3641,Commercial,18,77378.4,250000,2234.59,1,Collision,Single Vehicle Collision,Minor,No,Yes,2,Yes,0,1,FL,November,0
2729,Auto,72,77686.91,100000,985.52,0,Collision,Single Vehicle Collision,Total Loss,Yes,Yes,2,Yes,0,1,TX,October,0
718,Home,62,8072.44,50000,642.12,0,Theft,Theft,Major,Yes,Yes,2,No,4,0,NY,April,0
3534,Auto,32,3303.27,10000,383.42,0,Theft,Theft,Major,Yes,Yes,2,No,3,0,CA,February,1
87,Home,43,30849.64,50000,566.34,1,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,1,Yes,0,4,FL,September,0
1173,Auto,54,59949.91,100000,1083.77,1,Fire,Water Damage,Minor,No,Yes,17,Yes,2,0,NY,September,1
3161,Auto,38,26323.76,100000,970.83,0,Theft,Theft,Minor,No,No,9,No,0,0,FL,June,0
3154,Home,79,12192.72,50000,670.52,0,Collision,Single Vehicle Collision,Minor,No,Yes,1,No,0,1,NY,February,0
2509,Auto,66,23812.15,250000,2172.7,0,Theft,Theft,Minor,Yes,No,1,Yes,0,0,CA,March,1
1906,Home,48,3031.84,25000,438.28,0,Collision,Single Vehicle Collision,Major,Yes,Yes,0,No,4,1,IL,May,0
2053,Home,42,12870.64,50000,608.98,0,Theft,Theft,Minor,Yes,No,9,No,4,0,CA,November,0
55,Commercial,40,49540.19,100000,910.74,1,Collision,Single Vehicle Collision,Major,No,No,2,No,0,1,TX,November,1
689,Auto,41,29184.69,100000,1095.78,1,Theft,Theft,Minor,No,Yes,3,No,1,0,FL,May,0
721,Auto,74,15686.69,100000,955.23,3,Collision,Single Vehicle Collision,Minor,Yes,No,10,No,2,1,IL,September,1
1474,Auto,55,3839.48,25000,336.52,3,Fire,Fire,Major,No,Yes,2,Yes,0,0,FL,October,1
453,Commercial,45,5031.49,25000,368.03,1,Collision,Single Vehicle Collision,Minor,No,Yes,7,Yes,1,1,NY,March,0
885,Commercial,38,13505.28,100000,1126.56,1,Theft,Theft,Major,No,No,2,No,0,0,TX,February,1
492,Home,71,5169.78,50000,537.31,3,Collision,Single Vehicle Collision,Total Loss,Yes,Yes,5,No,0,1,TX,October,1
1828,Commercial,60,3192.09,25000,408.91,0,Fire,Fire,Major,No,Yes,2,No,1,0,FL,August,0
2086,Home,35,26051.96,100000,943.84,0,Theft,Theft,Minor,Yes,Yes,2,No,0,0,TX,July,1
3424,Home,53,3914.05,50000,552.41,0,Collision,Single Vehicle Collision,Total Loss,No,No,20,No,0,1,FL,December,1
2147,Auto,52,4616.59,100000,920.03,1,Fire,Fire,Minor,No,No,4,Yes,0,0,NY,September,0
3148,Home,62,183674.78,250000,2215.76,1,Collision,Single Vehicle Collision,Major,No,Yes,2,No,1,1,NY,March,1
1579,Auto,72,5894.07,25000,391.94,0,Theft,Theft,Minor,Yes,No,1,No,0,0,FL,June,1
2206,Commercial,26,4619.02,10000,223.43,1,Theft,Theft,Minor,Yes,No,0,No,0,0,CA,May,0
254,Home,70,55807.26,100000,1043.66,1,Collision,Multi-Vehicle Collision,Total Loss,No,No,5,No,1,4,CA,May,1
678,Home,55,13855.41,100000,1048.94,0,Fire,Fire,Minor,No,Yes,2,No,0,0,NY,October,0
442,Auto,75,35332.47,100000,1020.36,0,Collision,Multi-Vehicle Collision,Major,No,No,7,Yes,2,2,IL,August,0
2170,Auto,47,18773.89,250000,2258.53,0,Collision,Single Vehicle Collision,Minor,No,No,2,No,0,1,CA,January,0
775,Auto,77,31014.22,250000,2182.55,0,Fire,Water Damage,Major,No,Yes,2,No,0,0,FL,January,0
3382,Auto,61,142071.1,500000,4216.12,2,Theft,Theft,Total Loss,No,No,6,No,0,0,NY,March,0
272,Auto,51,43925.73,50000,582.74,2,Collision,Single Vehicle Collision,Minor,No,Yes,3,No,0,1,TX,November,1
1989,Commercial,49,5017.06,50000,524.63,2,Collision,Multi-Vehicle Collision,Major,No,Yes,9,Yes,3,4,TX,February,0
1082,Home,20,21977.0,50000,610.96,1,Theft,Theft,Major,No,No,3,No,0,0,CA,February,1
240,Auto,20,13034.72,25000,407.93,1,Collision,Single Vehicle Collision,Total Loss,Yes,No,1,No,1,1,IL,February,1
393,Auto,45,48343.81,50000,598.49,1,Fire,Fire,Minor,No,Yes,3,Yes,0,0,CA,April,1
3042,Auto,61,2551.71,25000,418.69,1,Theft,Theft,Major,No,Yes,0,No,1,0,IL,January,1
767,Home,32,13504.84,250000,2270.6,1,Collision,Multi-Vehicle Collision,Minor,Yes,No,1,No,3,3,CA,October,0
1853,Home,58,43802.55,50000,589.78,1,Collision,Multi-Vehicle Collision,Minor,No,No,1,Yes,0,2,TX,September,1
2453,Commercial,40,2920.29,50000,552.14,0,Collision,Multi-Vehicle Collision,Minor,No,No,4,Yes,0,2,IL,May,0
628,Auto,57,2275.79,50000,587.61,1,Collision,Single Vehicle Collision,Major,No,No,0,No,3,1,TX,May,0
2819,Commercial,28,8392.12,10000,273.16,0,Theft,Theft,Total Loss,No,No,1,Yes,1,0,FL,September,0
3379,Commercial,65,1845.03,10000,329.18,1,Fire,Fire,Minor,Yes,Yes,1,No,0,0,FL,May,0
2971,Auto,49,10222.93,50000,605.33,0,Collision,Multi-Vehicle Collision,Major,No,No,0,No,0,4,NY,November,1
3283,Commercial,75,1563.98,10000,222.59,0,Collision,Single Vehicle Collision,Major,Yes,Yes,0,Yes,0,1,TX,August,0
1257,Auto,76,65823.64,100000,1040.27,4,Collision,Single Vehicle Collision,Minor,No,No,1,Yes,2,1,TX,November,1
2905,Commercial,74,161403.12,250000,2232.26,0,Theft,Theft,Total Loss,No,Yes,1,No,1,0,NY,January,1
582,Auto,71,107416.24,250000,2205.36,0,Theft,Theft,Minor,No,Yes,0,No,3,0,FL,January,1
2127,Commercial,53,44388.84,100000,1047.41,0,Theft,Theft,Minor,No,No,0,Yes,0,0,FL,April,0
439,Commercial,77,9461.91,25000,455.78,2,Collision,Single Vehicle Collision,Minor,Yes,No,8,No,0,1,IL,August,0
2155,Commercial,50,41233.23,250000,2181.13,1,Fire,Fire,Total Loss,Yes,No,5,No,0,0,IL,March,1
3498,Home,41,34976.11,250000,2154.99,1,Collision,Multi-Vehicle Collision,Total Loss,Yes,No,2,Yes,0,2,FL,January,0
768,Auto,56,8011.98,25000,399.41,2,Theft,Theft,Minor,No,Yes,10,Yes,0,0,CA,November,0
2790,Auto,51,8698.95,100000,1026.83,0,Theft,Theft,Minor,No,No,0,No,0,0,TX,December,0
2858,Auto,73,24729.01,25000,394.73,0,Theft,Theft,Minor,No,Yes,1,Yes,2,0,IL,September,1
1334,Auto,45,242518.94,250000,2150.58,0,Collision,Multi-Vehicle Collision,Major,No,Yes,7,No,0,2,CA,September,1
2150,Home,54,39590.38,500000,4208.13,1,Theft,Theft,Major,No,Yes,4,Yes,0,0,IL,September,1
2850,Auto,24,8229.73,10000,178.32,1,Collision,Multi-Vehicle Collision,Total Loss,Yes,No,17,Yes,3,4,NY,September,1
1363,Commercial,21,63176.67,250000,2183.78,0,Theft,Theft,Major,No,No,12,Yes,4,0,TX,February,1
2911,Home,54,12783.5,100000,1042.56,0,Collision,Single Vehicle Collision,Total Loss,Yes,No,0,Yes,0,1,IL,November,1
2487,Commercial,73,452406.32,500000,4245.27,0,Collision,Multi-Vehicle Collision,Major,No,Yes,16,Yes,3,2,FL,November,1
451,Auto,18,6552.1,50000,412.01,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,13,Yes,0,3,NY,November,0
2022,Commercial,18,265882.4,250000,2190.37,0,Theft,Theft,Major,No,Yes,2,Yes,0,0,NY,April,1
1336,Commercial,64,1563.57,10000,309.96,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,18,Yes,2,4,FL,February,1
253,Auto,37,37151.23,50000,541.2,0,Theft,Theft,Minor,Yes,Yes,0,No,1,0,NY,July,1
170,Home,36,3331.96,10000,261.4,1,Theft,Theft,Minor,No,No,4,No,2,0,TX,November,0
3557,Home,46,226319.84,500000,4260.39,1,Theft,Theft,Major,Yes,No,1,No,2,0,IL,March,0
3036,Auto,27,56291.33,250000,2175.79,0,Collision,Multi-Vehicle Collision,Major,No,Yes,0,No,0,3,NY,September,0
1363,Home,77,117617.25,250000,2279.93,1,Theft,Theft,Major,No,Yes,3,No,0,0,TX,July,0
1024,Auto,35,31007.84,250000,2162.94,1,Collision,Multi-Vehicle Collision,Minor,No,No,1,Yes,0,3,FL,August,0
546,Auto,45,4443.16,10000,350.49,4,Collision,Single Vehicle Collision,Major,No,No,4,Yes,0,1,IL,September,1
763,Auto,52,10047.35,50000,601.68,0,Collision,Single Vehicle Collision,Minor,No,No,3,Yes,0,1,FL,August,1
3182,Auto,60,1875.26,10000,236.08,1,Collision,Single Vehicle Collision,Major,Yes,Yes,2,No,0,1,IL,July,0
3639,Auto,64,6289.52,25000,470.66,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,0,No,2,3,NY,September,0
2133,Auto,48,9818.98,25000,339.68,0,Collision,Multi-Vehicle Collision,Major,No,No,4,No,2,3,NY,November,1
2185,Commercial,44,4495.95,50000,560.2,1,Collision,Multi-Vehicle Collision,Major,No,Yes,7,Yes,1,2,IL,January,0
801,Home,79,2888.06,25000,424.5,0,Collision,Multi-Vehicle Collision,Major,No,No,4,No,0,2,TX,November,0
2952,Commercial,28,6613.15,25000,404.04,0,Collision,Multi-Vehicle Collision,Major,No,Yes,4,Yes,1,4,TX,April,0
142,Auto,66,9302.89,25000,413.7,0,Collision,Multi-Vehicle Collision,Major,No,Yes,3,No,1,4,TX,April,0
2236,Auto,66,8675.54,25000,381.58,0,Fire,Fire,Minor,No,No,2,No,4,0,CA,May,0
3477,Home,55,93563.61,500000,4140.03,0,Collision,Multi-Vehicle Collision,Major,No,Yes,2,Yes,0,3,TX,August,0
1358,Auto,22,37326.14,100000,967.39,0,Collision,Multi-Vehicle Collision,Minor,No,No,20,Yes,0,3,NY,October,0
2837,Auto,25,192700.48,500000,4266.02,1,Collision,Single Vehicle Collision,Minor,No,Yes,6,No,3,1,CA,January,0
3584,Home,51,43487.93,50000,533.15,1,Collision,Multi-Vehicle Collision,Minor,No,No,2,No,3,4,TX,June,1
1880,Auto,65,23830.29,25000,482.22,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,2,Yes,0,4,NY,September,1
3036,Home,69,21003.4,100000,1015.79,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,3,No,0,4,CA,October,0
73,Home,73,19521.24,50000,570.16,2,Fire,Water Damage,Minor,No,Yes,4,No,2,0,NY,August,0
2598,Auto,29,2288.13,25000,299.9,0,Theft,Theft,Total Loss,Yes,No,2,Yes,0,0,IL,February,1
2105,Auto,55,4340.25,25000,306.47,0,Theft,Theft,Major,Yes,No,5,Yes,1,0,NY,July,0
1478,Home,18,9062.94,25000,382.21,1,Fire,Fire,Minor,No,Yes,1,No,0,0,CA,May,0
209,Auto,48,9093.88,25000,376.15,1,Fire,Fire,Total Loss,Yes,Yes,2,No,0,0,TX,February,0
2178,Auto,21,9563.59,50000,605.89,0,Theft,Theft,Minor,No,No,8,Yes,0,0,CA,November,0
47,Commercial,66,12169.41,100000,1085.96,0,Theft,Theft,Major,No,No,1,Yes,0,0,TX,January,1
1911,Auto,62,2936.82,10000,306.88,1,Collision,Multi-Vehicle Collision,Major,No,No,14,Yes,0,4,TX,February,1
2163,Home,67,8739.23,25000,393.57,5,Collision,Multi-Vehicle Collision,Major,No,No,0,No,0,3,FL,November,1
765,Commercial,22,46333.6,250000,2260.84,0,Collision,Single Vehicle Collision,Major,No,Yes,1,Yes,0,1,IL,October,1
3259,Auto,47,4488.19,25000,407.53,4,Collision,Multi-Vehicle Collision,Minor,No,Yes,2,No,0,4,FL,June,0
2900,Auto,73,37738.38,50000,679.99,0,Fire,Fire,Minor,No,Yes,7,No,0,0,CA,November,0
2147,Auto,41,117126.67,250000,2166.4,0,Collision,Multi-Vehicle Collision,Major,Yes,No,5,No,0,2,FL,December,1
1999,Auto,76,9467.87,25000,342.61,0,Theft,Theft,Minor,No,Yes,0,No,3,0,TX,August,0
3450,Auto,20,1814.39,10000,179.98,1,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,1,No,0,3,CA,March,0
1940,Home,28,9035.44,50000,594.73,0,Collision,Single Vehicle Collision,Minor,Yes,No,3,No,0,1,FL,May,0
3596,Auto,62,9078.91,50000,538.27,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,1,No,0,2,NY,November,0
904,Home,21,8961.63,50000,537.56,2,Collision,Multi-Vehicle Collision,Major,No,No,2,No,2,4,IL,February,1
364,Commercial,43,26756.32,250000,2251.72,5,Collision,Multi-Vehicle Collision,Minor,Yes,No,2,Yes,0,2,NY,December,1
2952,Commercial,44,21546.06,25000,313.89,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,4,Yes,0,4,CA,August,1
1724,Home,63,13256.64,50000,605.18,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,1,No,0,1,FL,April,0
285,Auto,71,45738.47,50000,595.84,1,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,0,No,1,2,TX,November,1
3271,Home,60,22256.21,25000,404.61,1,Theft,Theft,Minor,No,No,2,No,1,0,FL,October,1
1892,Home,44,90209.06,100000,1069.21,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,0,No,0,3,CA,December,1
3271,Auto,59,27154.42,25000,358.72,3,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,3,No,0,2,CA,June,1
671,Auto,68,3408.56,50000,669.25,0,Collision,Single Vehicle Collision,Minor,No,No,8,No,0,1,CA,March,0
97,Commercial,67,7524.48,10000,191.99,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,0,Yes,0,3,CA,November,0
676,Auto,23,26996.21,50000,632.54,0,Collision,Multi-Vehicle Collision,Major,No,No,0,No,1,2,FL,August,1
1974,Auto,76,12923.38,50000,673.82,1,Collision,Multi-Vehicle Collision,Total Loss,No,No,0,No,0,2,NY,August,0
65,Auto,78,104632.51,250000,1997.3,0,Collision,Single Vehicle Collision,Minor,No,Yes,8,No,0,1,TX,March,0
2686,Auto,32,550.14,10000,278.23,1,Fire,Fire,Major,No,Yes,0,No,0,0,TX,December,0
3127,Commercial,70,15739.72,50000,594.16,3,Collision,Single Vehicle Collision,Total Loss,No,Yes,18,No,1,1,IL,September,1
3479,Home,47,4496.5,50000,603.59,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,1,No,1,3,CA,October,0
1033,Home,59,68929.24,100000,1085.58,1,Collision,Multi-Vehicle Collision,Minor,No,No,1,Yes,3,3,CA,May,0
1494,Auto,54,4094.11,50000,561.82,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,0,Yes,0,4,CA,October,1
608,Auto,75,8482.88,100000,940.77,2,Collision,Multi-Vehicle Collision,Major,No,Yes,3,No,0,3,NY,September,0
686,Auto,78,21946.17,100000,1003.96,4,Theft,Theft,Minor,No,No,3,Yes,0,0,CA,July,1
2586,Auto,54,7773.09,250000,2256.22,1,Theft,Theft,Minor,No,Yes,3,No,0,0,IL,October,0
1433,Auto,59,11362.85,50000,627.93,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,1,Yes,0,3,IL,March,0
2890,Home,77,10104.64,50000,601.72,3,Fire,Fire,Minor,No,No,2,Yes,0,0,NY,June,1
3589,Auto,54,117118.56,250000,2188.54,0,Collision,Single Vehicle Collision,Major,No,Yes,1,Yes,0,1,CA,October,1
2697,Home,52,193204.12,500000,4099.65,0,Theft,Theft,Major,Yes,No,2,Yes,3,0,FL,February,1
2285,Auto,40,42549.29,250000,2229.29,1,Theft,Theft,Major,No,No,1,Yes,1,0,FL,June,1
528,Auto,23,8141.46,50000,635.27,0,Theft,Theft,Minor,No,No,5,No,0,0,TX,December,0
2398,Auto,21,1035.19,25000,365.38,2,Collision,Multi-Vehicle Collision,Minor,No,No,1,Yes,0,4,NY,May,0
3122,Commercial,35,17724.87,50000,576.76,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,1,No,0,3,FL,March,0
2598,Commercial,77,29431.31,100000,947.59,0,Collision,Multi-Vehicle Collision,Major,Yes,No,2,No,0,3,TX,July,0
1973,Commercial,26,3200.57,50000,643.41,0,Collision,Multi-Vehicle Collision,Major,Yes,No,0,No,0,2,IL,November,0
1106,Auto,66,6689.14,50000,581.71,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,3,No,0,4,TX,April,1
1758,Auto,46,127770.51,250000,2192.53,1,Collision,Single Vehicle Collision,Minor,Yes,Yes,1,No,3,1,CA,November,0
1841,Home,30,16492.35,50000,631.46,0,Collision,Multi-Vehicle Collision,Major,No,No,0,Yes,0,4,CA,June,1
3149,Auto,76,107123.93,250000,2216.35,0,Theft,Theft,Major,Yes,Yes,10,Yes,0,0,IL,September,0
2846,Commercial,64,16727.61,50000,628.16,1,Collision,Multi-Vehicle Collision,Minor,No,No,1,No,2,2,NY,December,0
2301,Auto,79,5850.06,50000,608.74,2,Theft,Theft,Minor,No,No,2,Yes,0,0,CA,June,0
2099,Auto,69,4800.54,50000,609.86,3,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,7,No,0,4,CA,April,0
1149,Auto,34,18433.83,100000,1009.38,4,Fire,Fire,Major,No,Yes,0,No,0,0,TX,October,1
2266,Auto,62,1894.18,25000,422.65,1,Collision,Multi-Vehicle Collision,Major,No,Yes,8,No,1,2,TX,February,0
2291,Home,49,12287.96,25000,425.08,0,Collision,Single Vehicle Collision,Major,No,Yes,1,Yes,0,1,TX,September,0
1084,Auto,65,76752.78,500000,4138.76,2,Fire,Fire,Total Loss,Yes,Yes,3,No,0,0,FL,April,1
2402,Auto,39,4322.42,25000,370.14,0,Collision,Multi-Vehicle Collision,Total Loss,Yes,No,5,No,3,3,IL,April,1
111,Auto,21,19512.17,50000,589.83,1,Collision,Single Vehicle Collision,Minor,No,No,10,No,0,1,NY,February,0
2883,Auto,22,10804.05,50000,622.59,1,Collision,Multi-Vehicle Collision,Minor,Yes,No,4,No,1,4,TX,May,0
52,Home,54,20727.33,50000,679.87,2,Collision,Multi-Vehicle Collision,Minor,Yes,No,2,Yes,2,3,NY,June,0
3649,Commercial,58,13011.65,100000,959.34,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,3,Yes,0,4,TX,October,0
341,Commercial,66,4775.33,25000,443.93,0,Collision,Multi-Vehicle Collision,Major,No,No,1,Yes,2,3,CA,June,1
1054,Home,30,54571.57,50000,571.55,1,Fire,Fire,Total Loss,Yes,Yes,5,Yes,1,0,NY,March,1
2856,Auto,51,22216.37,50000,668.53,0,Theft,Theft,Major,No,Yes,0,Yes,3,0,FL,December,0
1285,Home,62,34095.78,100000,1095.62,3,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,3,Yes,0,4,TX,September,0
2060,Auto,39,2619.92,25000,312.6,1,Theft,Theft,Minor,No,Yes,4,No,3,0,IL,July,0
629,Auto,70,5859.49,50000,583.68,1,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,10,No,0,4,CA,March,0
1895,Commercial,76,11095.27,25000,282.49,2,Collision,Multi-Vehicle Collision,Major,No,Yes,2,Yes,1,3,TX,April,0
1281,Auto,40,3698.56,25000,315.51,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,6,No,0,2,NY,July,0
1720,Commercial,68,6341.63,25000,318.62,0,Theft,Theft,Minor,No,No,0,No,0,0,TX,November,0
2771,Auto,20,15542.8,25000,431.2,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,0,No,0,4,CA,August,0
307,Home,59,166147.85,250000,2221.85,1,Theft,Theft,Total Loss,No,No,3,No,0,0,IL,June,0
643,Home,51,14699.21,25000,440.06,2,Collision,Single Vehicle Collision,Major,Yes,Yes,4,Yes,0,1,IL,April,0
60,Commercial,49,62188.22,250000,2230.4,1,Fire,Fire,Total Loss,No,Yes,4,Yes,0,0,IL,December,0
730,Home,62,183458.81,500000,4224.25,3,Theft,Theft,Major,Yes,Yes,6,Yes,0,0,CA,February,0
530,Home,68,18221.14,50000,605.59,0,Collision,Single Vehicle Collision,Major,No,Yes,1,Yes,0,1,TX,October,0
478,Auto,75,4050.03,25000,393.46,0,Theft,Theft,Minor,Yes,No,4,No,0,0,CA,August,0
32,Home,66,14317.99,50000,650.98,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,0,No,0,2,CA,January,0
