policy_age_days,policy_type,customer_age,claim_amount,insured_amount,premium_amount,previous_claims,claim_type,incident_type,incident_severity,witness_present,police_report,claim_submission_delay,property_damage,bodily_injuries,vehicles_involved,state,claim_month,fraud_reported
938,Commercial,50,32094.96,100000,1007.1,0,Collision,Single Vehicle Collision,Minor,Yes,No,1,Yes,0,1,IL,January,0
2736,Auto,62,2530.15,10000,245.05,0,Theft,Theft,Major,No,Yes,1,No,0,0,TX,September,0
1141,Auto,77,4899.03,10000,205.92,2,Collision,Multi-Vehicle Collision,Minor,No,Yes,0,No,0,2,FL,September,0
2779,Commercial,36,41977.04,100000,951.54,3,Fire,Fire,Minor,No,Yes,1,Yes,0,0,IL,August,1
1501,Auto,27,6450.35,50000,602.0,1,Collision,Single Vehicle Collision,Major,Yes,Yes,14,Yes,0,1,IL,December,0
1074,Auto,60,38326.23,50000,558.18,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,1,No,0,2,FL,June,0
3277,Home,32,97977.42,500000,4227.37,0,Collision,Multi-Vehicle Collision,Major,No,No,2,Yes,0,4,TX,March,1
520,Auto,68,1611.88,10000,290.52,2,Collision,Multi-Vehicle Collision,Major,Yes,Yes,5,No,0,4,IL,February,0
2854,Home,29,4208.41,25000,390.13,1,Collision,Single Vehicle Collision,Major,No,No,17,No,4,1,TX,January,1
2813,Auto,55,90925.2,100000,989.23,0,Collision,Multi-Vehicle Collision,Major,No,Yes,11,No,3,4,FL,September,1
3239,Home,41,3388.26,50000,611.0,1,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,6,Yes,0,2,CA,November,0
2070,Commercial,59,52300.43,100000,1040.54,1,Theft,Theft,Total Loss,No,Yes,1,No,1,0,CA,September,1
1857,Home,60,70846.89,100000,977.87,0,Collision,Multi-Vehicle Collision,Minor,Yes,No,4,No,0,3,CA,September,0
209,Auto,48,9093.88,25000,376.15,1,Fire,Fire,Total Loss,Yes,Yes,2,No,0,0,TX,February,0
3478,Commercial,56,5787.45,50000,631.65,2,Fire,Fire,Minor,No,Yes,0,No,0,0,FL,January,0
1963,Auto,73,20858.14,50000,610.15,2,Theft,Theft,Minor,No,Yes,1,Yes,0,0,IL,October,0
768,Home,37,19608.17,50000,567.56,0,Theft,Theft,Minor,No,No,2,No,1,0,FL,May,1
342,Auto,39,61341.08,500000,4183.4,0,Theft,Theft,Minor,Yes,No,13,Yes,0,0,CA,April,0
2341,Auto,36,35304.26,50000,609.3,2,Collision,Multi-Vehicle Collision,Total Loss,Yes,Yes,3,No,0,2,TX,February,1
2551,Auto,39,12502.87,25000,385.35,1,Collision,Single Vehicle Collision,Minor,Yes,No,1,Yes,1,1,FL,March,0
2272,Auto,24,7367.2,100000,954.99,0,Collision,Multi-Vehicle Collision,Major,Yes,Yes,10,No,0,4,FL,February,0
2322,Home,54,46198.27,100000,1074.52,1,Fire,Fire,Minor,Yes,Yes,7,No,0,0,IL,November,0
3011,Auto,64,11127.96,25000,382.34,1,Collision,Single Vehicle Collision,Minor,No,Yes,8,No,0,1,TX,January,1
1358,Auto,22,37326.14,100000,967.39,0,Collision,Multi-Vehicle Collision,Minor,No,No,20,Yes,0,3,NY,October,0
1017,Auto,58,22325.06,25000,434.8,0,Theft,Theft,Major,Yes,No,2,Yes,0,0,NY,July,1
3607,Home,36,179191.88,500000,4202.36,0,Theft,Theft,Major,Yes,Yes,4,No,1,0,CA,September,1
842,Commercial,51,47941.81,250000,2223.67,0,Collision,Multi-Vehicle Collision,Minor,No,No,7,Yes,2,3,CA,June,1
3348,Auto,61,21610.62,50000,535.96,0,Collision,Multi-Vehicle Collision,Minor,No,No,1,No,0,2,NY,September,1
873,Auto,44,2872.44,10000,275.34,0,Collision,Single Vehicle Collision,Minor,Yes,Yes,1,Yes,0,1,FL,May,0
3202,Auto,59,46718.0,100000,903.16,1,Collision,Multi-Vehicle Collision,Minor,No,Yes,27,No,0,2,TX,February,1
663,Commercial,50,20092.4,25000,334.6,1,Theft,Theft,Major,No,No,1,Yes,1,0,IL,May,0
394,Commercial,54,46914.45,250000,2235.58,1,Collision,Multi-Vehicle Collision,Total Loss,Yes,No,1,Yes,0,3,NY,January,1
1892,Home,44,90209.06,100000,1069.21,0,Collision,Multi-Vehicle Collision,Minor,No,Yes,0,No,0,3,CA,December,1
1414,Auto,55,2464.53,25000,448.18,0,Collision,Multi-Vehicle Collision,Minor,No,No,17,Yes,2,4,IL,December,1
1500,Auto,71,38914.87,100000,1058.51,0,Collision,Multi-Vehicle Collision,Minor,No,No,0,Yes,1,3,TX,July,1
737,Home,63,38744.98,100000,1035.03,1,Fire,Fire,Total Loss,No,No,24,Yes,2,0,NY,January,0
2998,Home,72,1488.23,50000,635.92,1,Collision,Single Vehicle Collision,Major,Yes,Yes,3,No,3,1,IL,January,0
138,Auto,56,5932.74,100000,1006.37,2,Fire,Fire,Minor,Yes,Yes,1,No,0,0,IL,November,0
1636,Commercial,58,9314.73,50000,541.43,0,Collision,Multi-Vehicle Collision,Major,Yes,Yes,3,No,1,4,CA,May,0
2280,Commercial,64,15967.95,50000,618.58,0,Collision,Multi-Vehicle Collision,Total Loss,No,Yes,13,No,1,3,IL,November,0
1505,Home,64,19376.11,25000,447.92,1,Collision,Single Vehicle Collision,Minor,No,Yes,5,Yes,0,1,CA,January,0
1811,Home,18,3276.7,10000,305.61,1,Theft,Theft,Minor,No,Yes,6,Yes,0,0,IL,April,0
611,Auto,45,8649.36,50000,596.76,4,Collision,Single Vehicle Collision,Major,No,No,6,No,0,1,NY,April,1
2400,Auto,55,9578.25,10000,260.79,1,Fire,Fire,Minor,Yes,Yes,30,Yes,2,0,IL,June,1
69,Auto,20,101887.03,250000,2199.07,2,Theft,Theft,Major,Yes,Yes,0,No,0,0,CA,February,0
1243,Auto,29,26682.25,100000,1027.01,2,Fire,Fire,Minor,No,Yes,2,No,1,0,FL,May,0
1688,Commercial,57,8205.69,50000,525.69,1,Theft,Theft,Minor,Yes,Yes,7,Yes,0,0,CA,February,0
3049,Home,60,24825.63,100000,1047.98,2,Collision,Single Vehicle Collision,Minor,No,Yes,27,No,2,1,IL,July,0
2542,Home,57,52206.49,250000,2220.12,0,Fire,Fire,Major,Yes,No,0,No,2,0,CA,March,0
439,Commercial,77,9461.91,25000,455.78,2,Collision,Single Vehicle Collision,Minor,Yes,No,8,No,0,1,IL,August,0
1033,Auto,69,3877.19,50000,633.08,0,Fire,Water Damage,Total Loss,Yes,No,0,No,0,0,CA,January,0
464,Home,39,20221.71,25000,306.7,1,Collision,Single Vehicle Collision,Total Loss,No,Yes,4,Yes,1,1,IL,July,0
2269,Commercial,58,12045.6,50000,600.97,0,Collision,Multi-Vehicle Collision,Minor,No,No,1,No,1,2,IL,January,0
1673,Home,34,21524.8,50000,584.91,2,Collision,Multi-Vehicle Collision,Major,No,Yes,0,No,0,3,TX,June,1
1131,Auto,55,14020.59,50000,555.42,1,Theft,Theft,Minor,No,No,7,No,0,0,FL,June,0
568,Auto,48,132402.88,500000,4146.33,3,Collision,Single Vehicle Collision,Minor,Yes,Yes,6,Yes,0,1,CA,November,0
2972,Auto,34,24002.51,25000,425.87,0,Fire,Fire,Total Loss,No,No,3,Yes,1,0,FL,June,1
1336,Commercial,64,1563.57,10000,309.96,0,Collision,Multi-Vehicle Collision,Minor,Yes,Yes,18,Yes,2,4,FL,February,1
613,Auto,23,260474.61,250000,2219.91,0,Theft,Theft,Minor,Yes,Yes,11,No,0,0,FL,February,1
1773,Auto,28,65262.9,250000,2183.77,2,Theft,Theft,Major,No,Yes,0,No,0,0,TX,November,0
3515,Commercial,62,9779.69,50000,621.01,1,Collision,Single Vehicle Collision,Minor,No,Yes,3,No,1,1,TX,May,0
322,Auto,67,36780.15,100000,1048.53,4,Fire,Water Damage,Minor,Yes,Yes,1,No,1,0,IL,March,0
